供应商ID,W001,W002,W003,W004,W005,W006,W007,W008,W009,W010,W011,W012,W013,W014,W015,W016,W017,W018,W019,W020,W021,W022,W023,W024
S033,,,,,,,,,,,,,,,,,,,,,,,,
S034,,,,,,,,,,,,,,,,,,,,,,,,
S035,,,,,,,,,,,,,,,,,,,,,,,,
S036,,,,,,,,,,,,,,,,,,,,,,,,
S037,,,,,,,,,,,,,,,,,,,,,,,,
S038,,,,,,,,,,,,,,,,,,,,,,,,
S039,,,,,,,,,,,,,,,,,,,,,,,,
S040,134.83333333333334,134.83333333333334,134.83333333333334,134.83333333333334,134.83333333333334,134.83333333333334,134.83333333333334,134.83333333333334,134.83333333333334,134.83333333333334,134.83333333333334,134.83333333333334,134.83333333333334,134.83333333333334,134.83333333333334,134.83333333333334,134.83333333333334,134.83333333333334,134.83333333333334,134.83333333333334,134.83333333333334,134.83333333333334,134.83333333333334,134.83333333333334
S041,,,,,,,,,,,,,,,,,,,,,,,,
S042,,,,,,,,,,,,,,,,,,,,,,,,
S043,,,,,,,,,,,,,,,,,,,,,,,,
S044,,,,,,,,,,,,,,,,,,,,,,,,
S045,,,,,,,,,,,,,,,,,,,,,,,,
S046,,,,,,,,,,,,,,,,,,,,,,,,
S047,,,,,,,,,,,,,,,,,,,,,,,,
S048,,,,,,,,,,,,,,,,,,,,,,,,
S049,,,,,,,,,,,,,,,,,,,,,,,,
S050,,,,,,,,,,,,,,,,,,,,,,,,
S051,,,,,,,,,,,,,,,,,,,,,,,,
S052,,,,,,,,,,,,,,,,,,,,,,,,
S053,,,,,,,,,,,,,,,,,,,,,,,,
S054,,,,,,,,,,,,,,,,,,,,,,,,
S055,133.97916666666666,133.97916666666666,133.97916666666666,133.97916666666666,133.97916666666666,133.97916666666666,133.97916666666666,133.97916666666666,133.97916666666666,133.97916666666666,133.97916666666666,133.97916666666666,133.97916666666666,133.97916666666666,133.97916666666666,133.97916666666666,133.97916666666666,133.97916666666666,133.97916666666666,133.97916666666666,133.97916666666666,133.97916666666666,133.97916666666666,133.97916666666666
S056,,,,,,,,,,,,,,,,,,,,,,,,
S057,,,,,,,,,,,,,,,,,,,,,,,,
S058,,,,,,,,,,,,,,,,,,,,,,,,
S059,,,,,,,,,,,,,,,,,,,,,,,,
S060,,,,,,,,,,,,,,,,,,,,,,,,
S061,,,,,,,,,,,,,,,,,,,,,,,,
S062,,,,,,,,,,,,,,,,,,,,,,,,
S063,,,,,,,,,,,,,,,,,,,,,,,,
S064,,,,,,,,,,,,,,,,,,,,,,,,
S065,,,,,,,,,,,,,,,,,,,,,,,,
S066,,,,,,,,,,,,,,,,,,,,,,,,
S067,,,,,,,,,,,,,,,,,,,,,,,,
S068,,,,,,,,,,,,,,,,,,,,,,,,
S069,,,,,,,,,,,,,,,,,,,,,,,,
S070,,,,,,,,,,,,,,,,,,,,,,,,
S071,,,,,,,,,,,,,,,,,,,,,,,,
S072,,,,,,,,,,,,,,,,,,,,,,,,
S073,,,,,,,,,,,,,,,,,,,,,,,,
S074,,,,,,,,,,,,,,,,,,,,,,,,
S075,,,,,,,,,,,,,,,,,,,,,,,,
S076,,,,,,,,,,,,,,,,,,,,,,,,
S077,,,,,,,,,,,,,,,,,,,,,,,,
S078,,,,,,,,,,,,,,,,,,,,,,,,
S079,,,,,,,,,,,,,,,,,,,,,,,,
S080,78.66666666666667,78.66666666666667,78.66666666666667,78.66666666666667,78.66666666666667,78.66666666666667,78.66666666666667,78.66666666666667,78.66666666666667,78.66666666666667,78.66666666666667,78.66666666666667,78.66666666666667,78.66666666666667,78.66666666666667,78.66666666666667,78.66666666666667,78.66666666666667,78.66666666666667,78.66666666666667,78.66666666666667,78.66666666666667,78.66666666666667,78.66666666666667
S081,,,,,,,,,,,,,,,,,,,,,,,,
S082,,,,,,,,,,,,,,,,,,,,,,,,
S083,,,,,,,,,,,,,,,,,,,,,,,,
S084,,,,,,,,,,,,,,,,,,,,,,,,
S085,,,,,,,,,,,,,,,,,,,,,,,,
S086,,,,,,,,,,,,,,,,,,,,,,,,
S087,,,,,,,,,,,,,,,,,,,,,,,,
S088,,,,,,,,,,,,,,,,,,,,,,,,
S089,,,,,,,,,,,,,,,,,,,,,,,,
S090,,,,,,,,,,,,,,,,,,,,,,,,
S091,,,,,,,,,,,,,,,,,,,,,,,,
S092,,,,,,,,,,,,,,,,,,,,,,,,
S093,,,,,,,,,,,,,,,,,,,,,,,,
S094,,,,,,,,,,,,,,,,,,,,,,,,
S095,,,,,,,,,,,,,,,,,,,,,,,,
S096,,,,,,,,,,,,,,,,,,,,,,,,
S097,,,,,,,,,,,,,,,,,,,,,,,,
S098,,,,,,,,,,,,,,,,,,,,,,,,
S099,,,,,,,,,,,,,,,,,,,,,,,,
S100,,,,,,,,,,,,,,,,,,,,,,,,
S101,,,,,,,,,,,,,,,,,,,,,,,,
S102,,,,,,,,,,,,,,,,,,,,,,,,
S103,,,,,,,,,,,,,,,,,,,,,,,,
S104,,,,,,,,,,,,,,,,,,,,,,,,
S105,,,,,,,,,,,,,,,,,,,,,,,,
S106,,,,,,,,,,,,,,,,,,,,,,,,
S107,,,,,,,,,,,,,,,,,,,,,,,,
S108,1131.0208333333333,1131.0208333333333,1131.0208333333333,1131.0208333333333,1131.0208333333333,1131.0208333333333,1131.0208333333333,1131.0208333333333,1131.0208333333333,1131.0208333333333,1131.0208333333333,1131.0208333333333,1131.0208333333333,1131.0208333333333,1131.0208333333333,1131.0208333333333,1131.0208333333333,1131.0208333333333,1131.0208333333333,1131.0208333333333,1131.0208333333333,1131.0208333333333,1131.0208333333333,1131.0208333333333
S109,,,,,,,,,,,,,,,,,,,,,,,,
S110,,,,,,,,,,,,,,,,,,,,,,,,
S111,,,,,,,,,,,,,,,,,,,,,,,,
S112,,,,,,,,,,,,,,,,,,,,,,,,
S113,,,,,,,,,,,,,,,,,,,,,,,,
S114,,,,,,,,,,,,,,,,,,,,,,,,
S115,,,,,,,,,,,,,,,,,,,,,,,,
S116,,,,,,,,,,,,,,,,,,,,,,,,
S117,,,,,,,,,,,,,,,,,,,,,,,,
S118,,,,,,,,,,,,,,,,,,,,,,,,
S119,,,,,,,,,,,,,,,,,,,,,,,,
S120,,,,,,,,,,,,,,,,,,,,,,,,
S121,,,,,,,,,,,,,,,,,,,,,,,,
S122,,,,,,,,,,,,,,,,,,,,,,,,
S123,25.458333333333332,25.458333333333332,25.458333333333332,25.458333333333332,25.458333333333332,25.458333333333332,25.458333333333332,25.458333333333332,25.458333333333332,25.458333333333332,25.458333333333332,25.458333333333332,25.458333333333332,25.458333333333332,25.458333333333332,25.458333333333332,25.458333333333332,25.458333333333332,25.458333333333332,25.458333333333332,25.458333333333332,25.458333333333332,25.458333333333332,25.458333333333332
S124,,,,,,,,,,,,,,,,,,,,,,,,
S125,,,,,,,,,,,,,,,,,,,,,,,,
S126,551.1875,,551.1875,,,551.1875,,,551.1875,,,551.1875,,551.1875,,,551.1875,,,551.1875,,,551.1875,
S127,,,,,,,,,,,,,,,,,,,,,,,,
S128,,,,,,,,,,,,,,,,,,,,,,,,
S129,,,,,,,,,,,,,,,,,,,,,,,,
S130,,,,,,,,,,,,,,,,,,,,,,,,
S131,580.7541666666667,580.7541666666667,580.7541666666667,580.7541666666667,580.7541666666667,580.7541666666667,580.7541666666667,580.7541666666667,580.7541666666667,580.7541666666667,580.7541666666667,580.7541666666667,580.7541666666667,580.7541666666667,580.7541666666667,580.7541666666667,580.7541666666667,580.7541666666667,580.7541666666667,580.7541666666667,580.7541666666667,580.7541666666667,580.7541666666667,580.7541666666667
S132,,,,,,,,,,,,,,,,,,,,,,,,
S133,,,,,,,,,,,,,,,,,,,,,,,,
S134,,,,,,,,,,,,,,,,,,,,,,,,
S135,,,,,,,,,,,,,,,,,,,,,,,,
S136,,,,,,,,,,,,,,,,,,,,,,,,
S137,,,,,,,,,,,,,,,,,,,,,,,,
S138,,,,,,,,,,,,,,,,,,,,,,,,
S139,740.6166666666667,740.6166666666667,740.6166666666667,740.6166666666667,740.6166666666667,740.6166666666667,740.6166666666667,740.6166666666667,740.6166666666667,740.6166666666667,740.6166666666667,740.6166666666667,740.6166666666667,740.6166666666667,740.6166666666667,740.6166666666667,740.6166666666667,740.6166666666667,740.6166666666667,740.6166666666667,740.6166666666667,740.6166666666667,740.6166666666667,740.6166666666667
S140,2004.5958333333335,2004.5958333333335,2004.5958333333335,2004.5958333333335,2004.5958333333335,2004.5958333333335,2004.5958333333335,2004.5958333333335,2004.5958333333335,2004.5958333333335,2004.5958333333335,2004.5958333333335,2004.5958333333335,2004.5958333333335,2004.5958333333335,2004.5958333333335,2004.5958333333335,2004.5958333333335,2004.5958333333335,2004.5958333333335,2004.5958333333335,2004.5958333333335,2004.5958333333335,2004.5958333333335
S141,,,,,,,,,,,,,,,,,,,,,,,,
S142,,,,,,,,,,,,,,,,,,,,,,,,
S143,394.0416666666667,394.0416666666667,394.0416666666667,394.0416666666667,394.0416666666667,394.0416666666667,394.0416666666667,394.0416666666667,394.0416666666667,394.0416666666667,394.0416666666667,394.0416666666667,394.0416666666667,394.0416666666667,394.0416666666667,394.0416666666667,394.0416666666667,394.0416666666667,394.0416666666667,394.0416666666667,394.0416666666667,394.0416666666667,394.0416666666667,394.0416666666667
S144,,,,,,,,,,,,,,,,,,,,,,,,
S145,,,,,,,,,,,,,,,,,,,,,,,,
S146,,,,,,,,,,,,,,,,,,,,,,,,
S147,,,,,,,,,,,,,,,,,,,,,,,,
S148,,,,,,,,,,,,,,,,,,,,,,,,
S149,,,,,,,,,,,,,,,,,,,,,,,,
S150,,,,,,,,,,,,,,,,,,,,,,,,
S151,1110.4583333333333,1110.4583333333333,1110.4583333333333,1110.4583333333333,1110.4583333333333,1110.4583333333333,1110.4583333333333,1110.4583333333333,1110.4583333333333,1110.4583333333333,1110.4583333333333,1110.4583333333333,1110.4583333333333,1110.4583333333333,1110.4583333333333,1110.4583333333333,1110.4583333333333,1110.4583333333333,1110.4583333333333,1110.4583333333333,1110.4583333333333,1110.4583333333333,1110.4583333333333,1110.4583333333333
S152,,,,,,,,,,,,,,,,,,,,,,,,
S153,,,,,,,,,,,,,,,,,,,,,,,,
S154,,,,,,,,,,,,,,,,,,,,,,,,
S155,,,,,,,,,,,,,,,,,,,,,,,,
S156,,,,,,,,,,,,,,,,,,,,,,,,
S157,,,,,,,,,,,,,,,,,,,,,,,,
S158,,,,,,,,,,,,,,,,,,,,,,,,
S159,,,,,,,,,,,,,,,,,,,,,,,,
S160,,,,,,,,,,,,,,,,,,,,,,,,
S161,,,,,,,,,,,,,,,,,,,,,,,,
S162,,,,,,,,,,,,,,,,,,,,,,,,
S163,,,,,,,,,,,,,,,,,,,,,,,,
S164,,,,,,,,,,,,,,,,,,,,,,,,
S165,,,,,,,,,,,,,,,,,,,,,,,,
S166,,,,,,,,,,,,,,,,,,,,,,,,
S167,,,,,,,,,,,,,,,,,,,,,,,,
S168,,,,,,,,,,,,,,,,,,,,,,,,
S169,,,,,,,,,,,,,,,,,,,,,,,,
S170,,,,,,,,,,,,,,,,,,,,,,,,
S171,,,,,,,,,,,,,,,,,,,,,,,,
S172,,,,,,,,,,,,,,,,,,,,,,,,
S173,,,,,,,,,,,,,,,,,,,,,,,,
S174,,,,,,,,,,,,,,,,,,,,,,,,
S175,,,,,,,,,,,,,,,,,,,,,,,,
S176,,,,,,,,,,,,,,,,,,,,,,,,
S177,,,,,,,,,,,,,,,,,,,,,,,,
S178,,,,,,,,,,,,,,,,,,,,,,,,
S179,,,,,,,,,,,,,,,,,,,,,,,,
S180,,,,,,,,,,,,,,,,,,,,,,,,
S181,,,,,,,,,,,,,,,,,,,,,,,,
S182,,,,,,,,,,,,,,,,,,,,,,,,
S183,,,,,,,,,,,,,,,,,,,,,,,,
S184,,,,,,,,,,,,,,,,,,,,,,,,
S185,,,,,,,,,,,,,,,,,,,,,,,,
S186,,,,,,,,,,,,,,,,,,,,,,,,
S187,,,,,,,,,,,,,,,,,,,,,,,,
S188,,,,,,,,,,,,,,,,,,,,,,,,
S189,,,,,,,,,,,,,,,,,,,,,,,,
S190,,,,,,,,,,,,,,,,,,,,,,,,
S191,,,,,,,,,,,,,,,,,,,,,,,,
S192,,,,,,,,,,,,,,,,,,,,,,,,
S193,,,,,,,,,,,,,,,,,,,,,,,,
S194,422.4166666666667,422.4166666666667,422.4166666666667,422.4166666666667,422.4166666666667,422.4166666666667,422.4166666666667,422.4166666666667,422.4166666666667,422.4166666666667,422.4166666666667,422.4166666666667,422.4166666666667,422.4166666666667,422.4166666666667,422.4166666666667,422.4166666666667,422.4166666666667,422.4166666666667,422.4166666666667,422.4166666666667,422.4166666666667,422.4166666666667,422.4166666666667
S195,,,,,,,,,,,,,,,,,,,,,,,,
S196,,,,,,,,,,,,,,,,,,,,,,,,
S197,,,,,,,,,,,,,,,,,,,,,,,,
S198,,,,,,,,,,,,,,,,,,,,,,,,
S199,,,,,,,,,,,,,,,,,,,,,,,,
S200,,,,,,,,,,,,,,,,,,,,,,,,
S201,,,,,,,,,,,,,,,,,,,,,,,,
S202,,,,,,,,,,,,,,,,,,,,,,,,
S203,,,,,,,,,,,,,,,,,,,,,,,,
S204,,,,,,,,,,,,,,,,,,,,,,,,
S205,,,,,,,,,,,,,,,,,,,,,,,,
S206,,,,,,,,,,,,,,,,,,,,,,,,
S207,,,,,,,,,,,,,,,,,,,,,,,,
S208,,,,,,,,,,,,,,,,,,,,,,,,
S209,,,,,,,,,,,,,,,,,,,,,,,,
S210,,,,,,,,,,,,,,,,,,,,,,,,
S211,,,,,,,,,,,,,,,,,,,,,,,,
S212,,,,,,,,,,,,,,,,,,,,,,,,
S213,,,,,,,,,,,,,,,,,,,,,,,,
S214,,,,,,,,,,,,,,,,,,,,,,,,
S215,,,,,,,,,,,,,,,,,,,,,,,,
S216,,,,,,,,,,,,,,,,,,,,,,,,
S217,,,,,,,,,,,,,,,,,,,,,,,,
S218,61.416666666666664,61.416666666666664,61.416666666666664,61.416666666666664,61.416666666666664,61.416666666666664,61.416666666666664,61.416666666666664,61.416666666666664,61.416666666666664,61.416666666666664,61.416666666666664,61.416666666666664,61.416666666666664,61.416666666666664,61.416666666666664,61.416666666666664,61.416666666666664,61.416666666666664,61.416666666666664,61.416666666666664,61.416666666666664,61.416666666666664,61.416666666666664
S219,,,,,,,,,,,,,,,,,,,,,,,,
S220,,,,,,,,,,,,,,,,,,,,,,,,
S221,,,,,,,,,,,,,,,,,,,,,,,,
S222,,,,,,,,,,,,,,,,,,,,,,,,
S223,,,,,,,,,,,,,,,,,,,,,,,,
S224,,,,,,,,,,,,,,,,,,,,,,,,
S225,,,,,,,,,,,,,,,,,,,,,,,,
S226,,,,,,,,,,,,,,,,,,,,,,,,
S227,,,,,,,,,,,,,,,,,,,,,,,,
S228,,,,,,,,,,,,,,,,,,,,,,,,
S229,1499.5208333333333,1499.5208333333333,1499.5208333333333,1499.5208333333333,1499.5208333333333,1499.5208333333333,1499.5208333333333,1499.5208333333333,1499.5208333333333,1499.5208333333333,1499.5208333333333,1499.5208333333333,1499.5208333333333,1499.5208333333333,1499.5208333333333,1499.5208333333333,1499.5208333333333,1499.5208333333333,1499.5208333333333,1499.5208333333333,1499.5208333333333,1499.5208333333333,1499.5208333333333,1499.5208333333333
S230,,,,,,,,,,,,,,,,,,,,,,,,
S231,,,,,,,,,,,,,,,,,,,,,,,,
S232,,,,,,,,,,,,,,,,,,,,,,,,
S233,,,,,,,,,,,,,,,,,,,,,,,,
S234,,,,,,,,,,,,,,,,,,,,,,,,
S235,,,,,,,,,,,,,,,,,,,,,,,,
S236,,,,,,,,,,,,,,,,,,,,,,,,
S237,,,,,,,,,,,,,,,,,,,,,,,,
S238,,,,,,,,,,,,,,,,,,,,,,,,
S239,,,,,,,,,,,,,,,,,,,,,,,,
S240,,,,,,,,,,,,,,,,,,,,,,,,
S241,,,,,,,,,,,,,,,,,,,,,,,,
S242,,,,,,,,,,,,,,,,,,,,,,,,
S243,,,,,,,,,,,,,,,,,,,,,,,,
S244,70.83749999999999,70.83749999999999,70.83749999999999,70.83749999999999,70.83749999999999,70.83749999999999,70.83749999999999,70.83749999999999,70.83749999999999,70.83749999999999,70.83749999999999,70.83749999999999,70.83749999999999,70.83749999999999,70.83749999999999,70.83749999999999,70.83749999999999,70.83749999999999,70.83749999999999,70.83749999999999,70.83749999999999,70.83749999999999,70.83749999999999,70.83749999999999
S245,,,,,,,,,,,,,,,,,,,,,,,,
S246,,,,,,,,,,,,,,,,,,,,,,,,
S247,233.33333333333334,233.33333333333334,233.33333333333334,233.33333333333334,233.33333333333334,233.33333333333334,233.33333333333334,233.33333333333334,233.33333333333334,233.33333333333334,233.33333333333334,233.33333333333334,233.33333333333334,233.33333333333334,233.33333333333334,233.33333333333334,233.33333333333334,233.33333333333334,233.33333333333334,233.33333333333334,233.33333333333334,233.33333333333334,233.33333333333334,233.33333333333334
S248,,,,,,,,,,,,,,,,,,,,,,,,
S249,,,,,,,,,,,,,,,,,,,,,,,,
S250,,,,,,,,,,,,,,,,,,,,,,,,
S251,,,,,,,,,,,,,,,,,,,,,,,,
S252,,,,,,,,,,,,,,,,,,,,,,,,
S253,,,,,,,,,,,,,,,,,,,,,,,,
S254,,,,,,,,,,,,,,,,,,,,,,,,
S255,,,,,,,,,,,,,,,,,,,,,,,,
S256,,,,,,,,,,,,,,,,,,,,,,,,
S257,,,,,,,,,,,,,,,,,,,,,,,,
S258,,,,,,,,,,,,,,,,,,,,,,,,
S259,,,,,,,,,,,,,,,,,,,,,,,,
S260,,,,,,,,,,,,,,,,,,,,,,,,
S261,,,,,,,,,,,,,,,,,,,,,,,,
S262,,,,,,,,,,,,,,,,,,,,,,,,
S263,,,,,,,,,,,,,,,,,,,,,,,,
S264,,,,,,,,,,,,,,,,,,,,,,,,
S265,,,,,,,,,,,,,,,,,,,,,,,,
S266,23.416666666666668,23.416666666666668,23.416666666666668,23.416666666666668,23.416666666666668,23.416666666666668,23.416666666666668,23.416666666666668,23.416666666666668,23.416666666666668,23.416666666666668,23.416666666666668,23.416666666666668,23.416666666666668,23.416666666666668,23.416666666666668,23.416666666666668,23.416666666666668,23.416666666666668,23.416666666666668,23.416666666666668,23.416666666666668,23.416666666666668,23.416666666666668
S267,,,,,,,,,,,,,,,,,,,,,,,,
S268,539.0416666666666,539.0416666666666,539.0416666666666,539.0416666666666,539.0416666666666,539.0416666666666,539.0416666666666,539.0416666666666,539.0416666666666,539.0416666666666,539.0416666666666,539.0416666666666,539.0416666666666,539.0416666666666,539.0416666666666,539.0416666666666,539.0416666666666,539.0416666666666,539.0416666666666,539.0416666666666,539.0416666666666,539.0416666666666,539.0416666666666,539.0416666666666
S269,,,,,,,,,,,,,,,,,,,,,,,,
S270,,,,,,,,,,,,,,,,,,,,,,,,
S271,,,,,,,,,,,,,,,,,,,,,,,,
S272,,,,,,,,,,,,,,,,,,,,,,,,
S273,,,,,,,,,,,,,,,,,,,,,,,,
S274,,,,,,,,,,,,,,,,,,,,,,,,
S275,658.9583333333334,658.9583333333334,658.9583333333334,658.9583333333334,658.9583333333334,658.9583333333334,658.9583333333334,658.9583333333334,658.9583333333334,658.9583333333334,658.9583333333334,658.9583333333334,658.9583333333334,658.9583333333334,658.9583333333334,658.9583333333334,658.9583333333334,658.9583333333334,658.9583333333334,658.9583333333334,658.9583333333334,658.9583333333334,658.9583333333334,658.9583333333334
S276,,,,,,,,,,,,,,,,,,,,,,,,
S277,,,,,,,,,,,,,,,,,,,,,,,,
S278,,,,,,,,,,,,,,,,,,,,,,,,
S279,,,,,,,,,,,,,,,,,,,,,,,,
S280,,,,,,,,,,,,,,,,,,,,,,,,
S281,,,,,,,,,,,,,,,,,,,,,,,,
S282,702.2125,702.2125,702.2125,702.2125,702.2125,702.2125,702.2125,702.2125,702.2125,702.2125,702.2125,702.2125,702.2125,702.2125,702.2125,702.2125,702.2125,702.2125,702.2125,702.2125,702.2125,702.2125,702.2125,702.2125
S283,,,,,,,,,,,,,,,,,,,,,,,,
S284,189.64583333333334,189.64583333333334,189.64583333333334,189.64583333333334,189.64583333333334,189.64583333333334,189.64583333333334,189.64583333333334,189.64583333333334,189.64583333333334,189.64583333333334,189.64583333333334,189.64583333333334,189.64583333333334,189.64583333333334,189.64583333333334,189.64583333333334,189.64583333333334,189.64583333333334,189.64583333333334,189.64583333333334,189.64583333333334,189.64583333333334,189.64583333333334
S285,,,,,,,,,,,,,,,,,,,,,,,,
S286,,,,,,,,,,,,,,,,,,,,,,,,
S287,,,,,,,,,,,,,,,,,,,,,,,,
S288,,,,,,,,,,,,,,,,,,,,,,,,
S289,,,,,,,,,,,,,,,,,,,,,,,,
S290,,,,,,,,,,,,,,,,,,,,,,,,
S291,,,,,,,,,,,,,,,,,,,,,,,,
S292,,,,,,,,,,,,,,,,,,,,,,,,
S293,,,,,,,,,,,,,,,,,,,,,,,,
S294,75.96249999999999,75.96249999999999,75.96249999999999,75.96249999999999,75.96249999999999,75.96249999999999,75.96249999999999,75.96249999999999,75.96249999999999,75.96249999999999,75.96249999999999,75.96249999999999,75.96249999999999,75.96249999999999,75.96249999999999,75.96249999999999,75.96249999999999,75.96249999999999,75.96249999999999,75.96249999999999,75.96249999999999,75.96249999999999,75.96249999999999,75.96249999999999
S295,,,,,,,,,,,,,,,,,,,,,,,,
S296,,,,,,,,,,,,,,,,,,,,,,,,
S297,,,,,,,,,,,,,,,,,,,,,,,,
S298,,,,,,,,,,,,,,,,,,,,,,,,
S299,,,,,,,,,,,,,,,,,,,,,,,,
S300,,,,,,,,,,,,,,,,,,,,,,,,
S301,,,,,,,,,,,,,,,,,,,,,,,,
S302,,,,,,,,,,,,,,,,,,,,,,,,
S303,,,,,,,,,,,,,,,,,,,,,,,,
S304,,,,,,,,,,,,,,,,,,,,,,,,
S305,,,,,,,,,,,,,,,,,,,,,,,,
S306,523.6666666666666,523.6666666666666,523.6666666666666,523.6666666666666,523.6666666666666,523.6666666666666,523.6666666666666,523.6666666666666,523.6666666666666,523.6666666666666,523.6666666666666,523.6666666666666,523.6666666666666,523.6666666666666,523.6666666666666,523.6666666666666,523.6666666666666,523.6666666666666,523.6666666666666,523.6666666666666,523.6666666666666,523.6666666666666,523.6666666666666,523.6666666666666
S307,424.9291666666666,424.9291666666666,424.9291666666666,424.9291666666666,424.9291666666666,424.9291666666666,424.9291666666666,424.9291666666666,424.9291666666666,424.9291666666666,424.9291666666666,424.9291666666666,424.9291666666666,424.9291666666666,424.9291666666666,424.9291666666666,424.9291666666666,424.9291666666666,424.9291666666666,424.9291666666666,424.9291666666666,424.9291666666666,424.9291666666666,424.9291666666666
S308,776.1583333333333,776.1583333333333,776.1583333333333,776.1583333333333,776.1583333333333,776.1583333333333,776.1583333333333,776.1583333333333,776.1583333333333,776.1583333333333,776.1583333333333,776.1583333333333,776.1583333333333,776.1583333333333,776.1583333333333,776.1583333333333,776.1583333333333,776.1583333333333,776.1583333333333,776.1583333333333,776.1583333333333,776.1583333333333,776.1583333333333,776.1583333333333
S309,,,,,,,,,,,,,,,,,,,,,,,,
S310,,,,,,,,,,,,,,,,,,,,,,,,
S311,,,,,,,,,,,,,,,,,,,,,,,,
S312,,,,,,,,,,,,,,,,,,,,,,,,
S313,,,,,,,,,,,,,,,,,,,,,,,,
S314,,,,,,,,,,,,,,,,,,,,,,,,
S315,,,,,,,,,,,,,,,,,,,,,,,,
S316,,,,,,,,,,,,,,,,,,,,,,,,
S317,,,,,,,,,,,,,,,,,,,,,,,,
S318,,,,,,,,,,,,,,,,,,,,,,,,
S319,,,,,,,,,,,,,,,,,,,,,,,,
S320,,,,,,,,,,,,,,,,,,,,,,,,
S321,,,,,,,,,,,,,,,,,,,,,,,,
S322,,,,,,,,,,,,,,,,,,,,,,,,
S323,,,,,,,,,,,,,,,,,,,,,,,,
S324,,,,,,,,,,,,,,,,,,,,,,,,
S325,,,,,,,,,,,,,,,,,,,,,,,,
S326,,,,,,,,,,,,,,,,,,,,,,,,
S327,,,,,,,,,,,,,,,,,,,,,,,,
S328,,,,,,,,,,,,,,,,,,,,,,,,
S329,651.4583333333334,651.4583333333334,651.4583333333334,651.4583333333334,651.4583333333334,651.4583333333334,651.4583333333334,651.4583333333334,651.4583333333334,651.4583333333334,651.4583333333334,651.4583333333334,651.4583333333334,651.4583333333334,651.4583333333334,651.4583333333334,651.4583333333334,651.4583333333334,651.4583333333334,651.4583333333334,651.4583333333334,651.4583333333334,651.4583333333334,651.4583333333334
S330,720.75,720.75,720.75,720.75,720.75,720.75,720.75,720.75,720.75,720.75,720.75,720.75,720.75,720.75,720.75,720.75,720.75,720.75,720.75,720.75,720.75,720.75,720.75,720.75
S331,,,,,,,,,,,,,,,,,,,,,,,,
S332,,,,,,,,,,,,,,,,,,,,,,,,
S333,,,,,,,,,,,,,,,,,,,,,,,,
S334,,,,,,,,,,,,,,,,,,,,,,,,
S335,,,,,,,,,,,,,,,,,,,,,,,,
S336,,,,,,,,,,,,,,,,,,,,,,,,
S337,,,,,,,,,,,,,,,,,,,,,,,,
S338,,,,,,,,,,,,,,,,,,,,,,,,
S339,,,,,,,,,,,,,,,,,,,,,,,,
