budget,genres,keywords,popularity,release_date,revenue,runtime,title,vote_average,vote_count,cast,crew,adapted
85000000,"Thriller,Crime","prison,pickpocket,strip club,con artist,atlantic city,cockney accent,las vegas,card dealer,explosives expert,black and white scene,male,salt lake city utah",60.929352,2001/12/7,450717150,116.0,Ocean's Eleven,7.2,3783,"Danny Ocean,Rusty Ryan,Linus Caldwell,Terry Benedict,Tess Ocean,Virgil Malloy,Turk Malloy,Saul Bloom,Frank Catton,Reuben Tishkoff,Livingston Dell,Yen,Bulldog, the Bruiser,Head Goon,Boxing Spectator,Holly,Vault-Bombing Thief,Flashback Security Guard,Security Guard,Security Officer #1,Basher Tarr (uncredited),Shane West (uncredited),Billy Tim Denham",Steven Soderbergh,0
75000000,"Adventure,Action,Thriller","number in title,historical fiction,musketeer,17th century,3d",36.605246,2011/8/31,132274484,110.0,The Three Musketeers,5.6,924,"M'lady De Winter,Duke of Buckingham,D'Artagnan,Porthos,Athos,Aramis,Rochefort,Cardinal Richelieu,King Louis XIII of France,Constance,Queen Anne,Cagliostro,Planchet,D'Artagnan's Father,Venetian Nobleman",Paul W.S. Anderson,0
85000000,"Animation,Comedy,Family,Fantasy","witch,magic,mummy,vampire,dracula,skeleton,backpacker,frankenstein,wolfman,zombie,invisible man,duringcreditsstinger, nosferatu,protective father,fang vamp",56.257411,2012/9/20,358375603,91.0,Hotel Transylvania,6.8,2566,"Dracula (voice),Wayne (voice),Griffin - The Invisible Man (voice),Frank / Frankenstein (voice),Mavis (voice),Jonathan (voice),Eunice (voice),Wanda (voice),Murray the Mummy (voice),Quasimodo (voice),Dracula (German voice),Jonathan (German voice),Mavis (German voice),Winnie / Young Mavis (voice),Martha (voice),Pilot (voice),Fly (voice),Fake Dracula / Marty (voice),Skeleton Husband (voice),Zombie / Hydra (voice),Hairy Monster / Hydra (voice),Gremlin Man / Hydra (voice),Shrunken Head / Hydra (voice),Foreman (voice)",Genndy Tartakovsky,0
85000000,"Comedy,Family,Fantasy,Romance","poison,queen,fairy tale,musical,princess,portal,animation,fantasy world,evil witch,part animation",29.21998,2007/11/20,340487652,107.0,Enchanted,6.6,1449,"Giselle,Robert Philip,Prince Edward,Nathaniel,Morgan Philip,Queen Narissa,Nancy Tremaine,Narrator,Pip in Andalasia,Pip in New York,Rapunzel,Bunny,Troll,Singlass Street Vendor,Grumpy",Kevin Lima,0
85000000,"Action,Thriller","cia,violence,safe house,rogue agent,cape town south africa,soccer stadium",34.773106,2012/2/9,208076205,115.0,Safe House,6.3,1345,"Tobin Frost,Matt Weston,Catherine Linklater,Keller,David Barlow,Harlan Whitford,Ana Moreau,Alec Wade,Vargas,CIA Analyst,CIA Analyst,CIA Analyst,CIA Analyst,Daniel Kiefe,Carlos Villar,Marine Guard,Hostess",Daniel Espinosa,0
85000000,"Comedy,Family","london england,prison,release from prison,women's prison,society for the prevention of cruelty to animals,puppy,pelz,dog,dalmatian",9.895061,2000/10/7,183611771,100.0,102 Dalmatians,5.1,313,"Cruella de Vil,Kevin Shepherd,Chloe Simon,Alonzo,Jean Pierre Le Pelt",Kevin Lima,0
75000000,"Action,Comedy","skyscraper,thanksgiving,billionaire,parade,fbi agent,apartment,high rise,female agent,ponzi scheme,empty safe,caper comedy,planning,safecracker,recruiting,heist movie,deceit,lobby",36.743324,2011/11/2,152930623,104.0,Tower Heist,5.8,932,"Josh Kovacs,Slide,Charlie Gibbs,Arthur Shaw,Mr. Fitzhugh,Special Agent Claire Denham,Mr. Simon,Odessa Montero,Lester,Enrique Dev’Reaux,Miss Iovenko,Rose,Manuel,Special Agent Danszk,Special Agent Huggins,Marty Klein, Esq.,Director Mazin,Judge Ramos,Kwan,NASDAQ / News Reporter,Radio Host (voice),Mr. Hightower's Mistress,Sasha,Rita,Maid,Huang,Huang's Wife,Huang's Son,Kid in Lobby,Kid in Lobby,Kid in Lobby,Victoria's Secret Saleswoman,Swarovski Jewelry Salesman,Modell's Sneaker Salesman,Tower Security,Tower Security Officer,Tower Security Officer,Tower Security Officer,Doorman,Radioman,Court House Guard,Parade Cop,Arresting Special Agent,Arresting Special Agent,Arresting Special Agent,Shaw's Prison Guard,Shaw's Prison Guard,Delivery Man,Mr. Newhouse's Wife,TV News Reporter,Riker's Prison Guard,Josh's Prison Guard,Student (uncredited),Tower Guest (uncredited),Neir's Bar Waitress (uncredited)",Brett Ratner,0
85000000,"Comedy,Romance","holiday,london england,film making,christmas party,country house,room exchange,surrey,romantic comedy,los angeles,multiple storylines,woman director,christmas",44.967453,2006/12/8,194168700,136.0,The Holiday,6.7,1225,"Amanda Woods,Iris Simpkins,Graham,Miles,Arthur Abbott,Ethan,Jasper,Sophia,Olivia,Hannah,Maggie,Ernie,Norman,Bristol,Ben,Kissing Couple,Kissing Couple,Himself,Marta,Himself,Herself",Nancy Meyers,0
90000000,"Action,Drama,Thriller","corruption,washington d.c.,helicopter,falsely accused,identity,mexican standoff,blackmail,intelligence,wiretap,satellite,national security agency (nsa),politics,exploding building,suspense,mystery,mafia,conspiracy,lawyer,crime,privacy,surveillance,baltimore maryland,secret hideout",41.207568,1998/11/20,250649836,132.0,Enemy of the State,6.7,1240,"Robert Clayton Dean,Edward ""Brill"" Lyle,Thomas Brian Reynolds,Carla Dean,John Bingham,Rachel Banks,David Pratt,Jerry Miller,Krug,Jones,Jamie Williams,Daniel Leon Zavitz,Fake Brill,Eric Dean,Congressman Sam Albert,Fiedler,Emily Reynolds,Christa Hawkins,Loren Hicks,Van,Shaffer,Lenny,Ruby's Sales Clerk,Selby (uncredited),Attorney Mark Silverberg (uncredited),Congressman Phillip Hammersley (uncredited),Boss Paulie Pintero (uncredited),Attorney Brian Blake (uncredited),Himself (uncredited),Tunnel Technician,Field Reporter,Dylan,Mike - Law Firm,Jenny,Hotel Desk Clerk,Young Worker,Older Worker #1,Frankie,Bartender,Fireman #2,Tunnel Maintenance Worker,Mrs. Wu,Paramedic,Boss Paulie Pintero",Tony Scott,0
85000000,"Comedy,Romance","graduation,ex husband,woman director",16.479851,2009/12/23,219103655,121.0,It's Complicated,6.2,360,"Jane Adler,Jake Adler,Adam Schaffer,Harley,Agness Adler,Joanne,Trisha,Diane,Luke Adler,Gabby Adler,Lauren Adler,Pedro Adler,Sally,Ted,Peter,Dr. Moss,Dr. Allen,Oliver,Waitress,Reynaldo,Melanie,Woman at Fertility Clinic,Woman at Fertility Clinic,Woman at Bar,Woman at Bar",Nancy Meyers,0
85000000,"Crime,Thriller","casino,thief,revenge,heist,las vegas,pretending to be rich,labor strike",42.069993,2007/6/7,311312624,122.0,Ocean's Thirteen,6.5,1999,"Daniel Ocean,Robert “Rusty” Charles Ryan,Linus Caldwell,Willie Banks,Frank Catton,Terry Benedict,Virgil Malloy,Turk Malloy,Saul Bloom,Basher Tarr,‘The Amazing’ Yen,Livingston Dell,Reuben Tishkoff,Abigail Sponder,Roman Nagel,François “The Nightfox” Toulour,FBI Agent,Céline Dion,Cocktail Waitress,Agent Caldwell's 'Deputy',Greco Montgomery,V.U.P.,Gerard - Ortega,High Roller (uncredited),Cocktail Waitress",Steven Soderbergh,0
85000000,"Adventure,Animation,Family","hunter,mountains,garage,grizzly bear,bunny,chase,forest,deer,bear,hunt",26.61951,2006/9/29,197309027,83.0,Open Season,6.1,656,"Boog (voice),Elliot (voice),Shaw (voice),Beth (voice),McSquizzy (voice),Bobbie (voice),Reilly (voice),Giselle (voice),Gordy (voice),Ian (voice),Mr. Weenie (voice),Rosie (voice),Serge (voice),Hunter (voice),Maria (voice),O'Toole (voice),Amanda (Voice)","Jill Culton,Roger Allers,Anthony Stacchi",0
85000000,"Adventure,Action,Science Fiction","based on novel,dystopia,youth,dystopic future,caste system,divergent,based on young adult novel",80.316463,2014/3/14,288747895,139.0,Divergent,6.9,4663,"Beatrice ""Tris"" Prior,Tobias ""Four"" Eaton,Jeanine Matthews,Peter Hayes,Marcus Eaton,Tori Wu,Christina,Caleb Prior,Eric Coulter,Natalie Prior,Andrew Prior,Max,Will,Al,Molly Atwood,Sam Robertson,Dauntless,Erudite Teacher,Dauntless Patrol #4,Crying Abnegation (uncredited),Abnegation Child (uncredited)",Neil Burger,1
68000000,War,"winter,sniper,world war ii,stalingrad",41.273567,2001/3/13,96976270,131.0,Enemy at the Gates,7.2,999,"Vassili Zaitsev,Tania Chernova,Major König,Commisar Danilov,Nikita Khrushchev,Koulikov,Mother Filipov,Sacha Filipov,General Paulus,Young Vassili Zaitsev,Comrade in Train,Russian NCO,Political Officer,Volodya,Ludmilla,Grandfather",Jean-Jacques Annaud,0
85000000,"Adventure,Action,Comedy,Thriller","hunter,bounty,bounty hunter,fight,amazon,treasure hunt,jungle",24.107835,2003/9/26,80916492,104.0,The Rundown,6.4,514,"Beck,Travis,Mariana,Hatcher,Manito,Declan,Harvey,Walker,Swenson,Naylor,Henshaw,Head Indian Tracker,Knappmiller,Martin,Mullaire,Jamal,Coggeshall,Kambui,Rudy,Paymaster,Bar Patron",Peter Berg,0
85000000,"Adventure,Fantasy,Action,Comedy,Family","magic,movie in movie,spoof,magical object,cartoon cat,ticket,self-referential,projectionist,child's point of view",32.044191,1993/6/18,137298489,130.0,Last Action Hero,6.1,712,"Jack Slater,John Practice,Frank,Benedict,Lieutenant Dekker,Ripper / Tommy Noonan,Tony Vivaldi,Irene Madigan,Danny Madigan,Nick,Death,Teacher,Herself,The Mayor,Rookie,Ratcliff,Whiskers (Voice),Jean-Claude Van Damme,Whitney/Meredith,Torelli,Chevy Chase,James Belushi",John McTiernan,0
85000000,"Drama,History,Romance","japan,prostitute,sister sister relationship,brothel,world war ii,geisha",16.595874,2005/12/6,162242962,145.0,Memoirs of a Geisha,7.3,652,"Sayuri,Hatsumomo,Pumpkin,Auntie,Chiyo,The Chairman,Mameha,Izuko,Nobu,Mother,Young Pumpkin,The Baron,The General,Dr. Crab,Lieutenant Hutchins,Colonel Derricks,Satsu,Koichi,Tanaka,Sakamoto's Wife,Korin",Rob Marshall,0
85000000,"Action,Crime,Drama,Thriller","car race,car journey,car mechanic,auto,car garage,auto-tuning,drifting,car,automobile racing",8.282876,2006/6/3,158468292,104.0,The Fast and the Furious: Tokyo Drift,6.1,1705,"Sean Boswell,Neela,Han Lue,Twinkie,D.K.,Morimoto,Major Boswell,Clay,Cindy (Clay's Girlfriend),Earl,Reiko,Ms. Boswell,Uncle Kamata,Dominic Toretto (uncredited),High School Security Guard,American Math Teacher,Clay's Buddy,Clay's Buddy,Clay's Buddy,Cheerleader,Cheerleader,Chubby Hispanic Kid,Auto Shop Bully,Auto Shop Bully,Auto Shop Bully,Case Worker,Police Officer,Woman at Boswell's Apt.,Math Teacher,Toshi at Underground Garage,DJ Atley,Tea Hair,Tea Hair,Cowgirl at Starting Line,Cowgirl at Starting Line,Exceedingly Handsome Guy,Paw Man,Sexy Brazilian Model,Russian Model,Old Fisherman,Old Fisherman,Jimmy,Beautiful Girl in Skyline,Beautiful Girl in Skyline,Bo-Peep Girl,Bo-Peep Girl,Neela's Friend,Neela's Friend,Pinkie (Yakuza),Yakuza Man,Yakuza Man,Yakuza Man,Yakuza Man,Model (uncredited),Bully (uncredited),Alden",Justin Lin,0
90000000,"Fantasy,Drama,Mystery","life and death,love at first sight,broken engagement,fireworks,religion and supernatural,teenage crush,fate,doctor,millionaire",36.069611,1998/11/12,142940100,178.0,Meet Joe Black,6.9,1147,"Joe Black,William Parrish,Susan Parrish,Quince,Allison Parrish,Drew,Eddie Sloane,Jamaican Woman,Jamaican Woman's Daughter,The Parrish's Butler,Helen",Martin Brest,0
85000000,"Action,Thriller,Drama","terrorist,fbi,colombia,firemen,revenge,explosion,car explosion,bomb attack",18.827753,2002/2/6,78382433,108.0,Collateral Damage,5.5,427,"Gordy Brewer,Selena Perrini,Peter Brandt,Claudio Perrini,Sean Amstrong,Felix Ramirez,Agent Russo,FBI Agent Dray,Anne Brewer,Mauro,Ronnie,Undersecretary Shrub,Joe Phipps,Chairman Paul Devereaux,Senator Delich,Rodrigo,Ed Coonts,Jack,Rocha,Matt Brewer,Roman",Andrew Davis,0
85000000,"Adventure,Fantasy,Drama,Comedy,Science Fiction,Family","attempted murder,fairy tale,black magic,cockroach,villainess,good vs evil,woman fights man,insecurity,mirror,snow kingdom,snow white,evil queen,enchantress,gala,financial problem,pendant,half naked man,returning money,evil plot,duringcreditsstinger",48.126297,2012/3/15,183018522,106.0,Mirror Mirror,5.5,1114,"Evil Queen,Snow White,Prince Andrew Alcott,Brighton,Butcher,Napoleon,Half Pint,Grub,Grimm,Wolf,Chuckles,Charles Renbock,Baker Margaret,Baron,King,Caroline,Noble #1,Noble #2,Noble #3,Noble #4,Servant,Townswoman / Old Lady,Town Magistrate,Townsman,Child,Villager,Mirror Queen,Servant #2,Lord Waverly,Magical Cottage Queen,Door Guard #1,Door Guard #2,Mannequins / Beast (voice)",Tarsem Singh,0
60000000,"Action,Adventure,Comedy","whipping,hipster,underage girlfriend,animated flashback,character's point of view camera shot,unconsciousness,girl fight,vegan,aftercreditsstinger",38.885195,2010/7/27,47664559,112.0,Scott Pilgrim vs. the World,7.2,2126,"Scott Pilgrim,Ramona V. Flowers,Wallace Wells,Lucas Lee,Stacey Pilgrim,Kim Pine,Todd Ingram,Gideon Gordon Graves,Knives Chau,Matthew Patel,Roxy Richter,'Young' Neil Nordegraf,Envy Adams,Stephen Stills,Luke 'Crash' Wilson,Julie Powers,Comeau,Mother Chau,Sandra,Trisha 'Trasha' Ha,Other Scott,Monique,Tamara,Winifred Hailey,Smoking hipster kid,Party Goer,Party Goer,Vegan Police (uncredited),Vegan Police (uncredited),The Voice (voice)",Edgar Wright,0
60000000,"Action,Thriller,Adventure,Science Fiction","magnetic field,center of the earth,disaster film",29.211255,2003/3/28,74208267,136.0,The Core,5.4,516,"Dr. Josh Keyes,Maj. Rebecca Childs,Dr. Ed 'Braz' Brazzleton,Dr. Conrad Zimsky,Serge,Theodore Donald 'Rat' Finch,Gen. Thomas Purcell,Cmdr. Robert Iverson,Dave Perry,Paul,Lynne,Danni,Acker,FBI Agent,FBI Agent,Stickley,Court-Martial Presiding Officer,Dad,Mom,Little Boy,GBTV Reporter - Trafalgar Square,Flight Engineer Timmins,Endeavor Flight Engineer,Chief Engineer Mission Control,Scientist,Zimsky's Assistant,Pentagon General,FBI Agent - Rat's Apartment,Security Policeman - Tribunal,Rome Café Patron,Rome Café Patron,Rome Café Patron,Rome Café Patron,Luke Barry,News Anchor,News Anchor,Project Destiny Engineer,Project Destiny Engineer,Paris Café Lady,Paris Café Lady,U.S.S. Constellation Captain,U.S.S. Constellation Screen Ops,U.S.S. Soldier (uncredited),Scientist / Extra       (uncredited),Coffeehouse Patron (uncredited),Beach-goer (uncredited),(voice) (uncredited),Security Policeman (uncredited),Scientist (uncredited),Himself,Technician - Virgil Base,Engineer (uncredited),Chief Petty Officer (uncredited),News Anchor (uncredited)",Jon Amiel,0
84000000,"Fantasy,Comedy,Romance,Science Fiction","alter ego,mad scientist,family,dean,duringcreditsstinger,research laboratory",17.783361,2000/7/27,123307945,106.0,Nutty Professor II: The Klumps,4.7,332,"Professor Sherman Klump and various roles,Denise Gaines,Dean Richmond,Jason,Denise's Father,Denise's Mother,Leanne Guilford,Ernie Klump, Jr.,Isaac,Restaurant Manager,Restaurant Trainee,Dr. Knoll,Bright Student,Old Willie,Chantal,Preacher,Bridesmaid,Claudine,Boardroom Member",Peter Segal,0
84000000,"Mystery,Adventure,Comedy","amateur detective,voodoo,resort,crime solving",31.435539,2002/6/14,275650703,88.0,Scooby-Doo,5.4,820,"Fred Jones,Daphne Blake,Norville Rogers („Shaggy“),Velma Dinkley,Emile Mondavarious,Scooby-Doo (voice),Scrappy-Doo (voice),Mary Jane,Herself,Himself,Voodoo Maestro",Raja Gosnell,0
50000000,"Action,Science Fiction","usa,corruption,crime fighter,judge,metropolis,law,post-apocalyptic,dystopia,executive case,police,futuristic,based on comic book,gore,survival,gunfight,gangster,extreme violence,psychic,violence,criminal,justice,drug lord,based on graphic novel,dystopic future,dark humor,expert marksman,rookie,dredd,2000 ad",57.673932,2012/9/7,41037742,95.0,Dredd,6.6,1940,"Judge Dredd,Anderson,Ma-Ma,Kay,Zwirner,Clan Techie,Chief Judge,Paramedic TJ,Judge Lex,Caleb,Japhet,Driver,Big Joe,Cathy,Judge Chan",Pete Travis,1
82500000,"Comedy,Drama,Fantasy,Romance","regret,workaholic,heart attack,architect,dying and death,time travel,remote control,children,liposuction,hospital,wedding,dog,second chance,alternate reality,fatherhood,obese",41.176631,2006/6/22,237681299,107.0,Click,6.0,2104,"Michael Newman,Donna Newman,Morty,Ammer,Ted Newman,Trudy Newman,Bill,Ben Newman at 7 years old,Ben Newman at 17 years old,Ben Newman at 22-30 years old,Samantha Newman at 5 years old,Samantha Newman at 14 years old,Samantha Newman at 27 years old,Kevin O'Doyle,Janine,Prince Habeeboo,Hot Assistant (uncredited),Bed, Bath & Beyond Guy,Singing Driver (uncredited),Alice / Alan,Judy,Narrator of Michael's Past (uncredited),Best Man,Newman Employee",Frank Coraci,0
8000000,"Horror,Comedy,Fantasy","monster,halloween,meteor,buried alive,cockroach,anthology,based on comic book,gore,animated sequence,zombie,living dead",13.661289,1982/11/12,21028755,120.0,Creepshow,6.7,226,"Henry Northrup (segment ""The Crate""),Wilma Northrup (segment ""The Crate""),Dexter Stanley (segment ""The Crate""),Richard Vickers (segment ""Something To Tide You Over""),Sylvia Grantham,Upson Pratt (segment ""They're Creeping Up On You""),Aunt Bedelia,Hank Blaine (segment ""Father's Day""),Harry Wentworth (segment ""Something To Tide You Over""),Jordy Verrill (segment ""The Lonesome Death Of Jordy Verrill""),Richard Grantham,Becky Vickers,Nathan Grantham,Jordy's Dad / Cameos,Nathan's Corpse,White,Billy's Mother,Tabitha Raymond,Garbage Man #2 (segment ""Epilogue""),Stan (uncredited),Lenora Castonmeyer (voice) (uncredited)",George A. Romero,1
85000000,"Comedy,Family","torture,aftercreditsstinger,duringcreditsstinger,3d",11.77398,2010/7/30,112483764,82.0,Cats & Dogs 2 : The Revenge of Kitty Galore,4.9,119,"Diggs (voice),Butch (voice),Catherine (voice),Kitty Galore (voice),Jackie (voice),Seamus (voice),Lou (voice),Mr. Tinkles (voice),Calico (voice),Tab Lazenby (voice),Peek (voice),Sam (voice),Shane,Chuck,Freidrich,Little Girl,Crazy Carlito (voice),Gruff K-9 (voice)",Brad Peyton,0
85000000,"Adventure,Fantasy,Science Fiction","adolescence,based on novel,loss of child,fight,chase,teleportation,supernatural powers,leap in time,enemy,motherly love",21.218,2008/2/10,222231186,88.0,Jumper,5.9,1799,"David Rice,Griffin,Roland,Millie Harris,William Rice,Mary Rice,Young Millie,Young David,Young Mark,Mr. Bowker,Sophie,Mark Kobold,Ellen,Day Bank Manager,Italian Desk Cop,English Bartender,English Beauty,Fiona,NYPD Detective,Bank Guard,Police Officer",Doug Liman,1
85000000,"Adventure,Fantasy,Science Fiction","auction,northern ireland,resignation,superhero,rebellion,violence,spear,cut arm,split screen,superhero team,arm ripped off,super villain,remorse,self exile,vanishing figure,father son conflict",58.57976,2008/7/11,160388063,120.0,Hellboy II: The Golden Army,6.5,1527,"Hellboy,Liz Sherman,Tom Manning,Abe Sapien,Trevor Bruttenholm,Prince Nuada,Johann Krauss / Bethmoora Goblin,Johann Krauss,Johann (voice),Princess Nuala,Wink / Cronie / Spice Shop Troll / Cathedral Head / Fragglewump",Guillermo del Toro,0
65000000,"Crime,Drama,Mystery,Thriller","california,san francisco,killing,journalist,newspaper,mass murder,planned murder,embassy,victim,threat to death,victim of murder,code,police,murder,serial killer,reporter",51.970905,2007/3/2,84785914,157.0,Zodiac,7.3,2023,"Robert Graysmith,Paul Avery,Dave Toschi,Bill Armstrong,Melvin Belli,Jack Mulanax,Melanie,Arthur Leigh Allen,Al Hyman,Templeton Peck,Charles Thieriot,Carol Fisher,Captain Martin Lee,Detective Roy,Linda del Buono,Captain Ken Narlow,Mrs. Toschi,Mike Mageau,Bob Vaughn,Sherwood Morrill,Duffy Jennings,Mel Nicolai,Zodiac 4,Zodiac 3,Zodiac 1 y 2,Man on Marquee",David Fincher,0
82000000,Science Fiction,"clone,future,murder,cloning,laser gun,dystopic future,implanted memory,sci-fi thriller",18.447479,2000/11/17,96085477,123.0,The 6th Day,5.7,595,"Adam Gibson,Hank Morgan,Michael Drucker,Robert Marshall,Talia Elsworth,Dr. Griffin Weir,Natalie,Clara,Reporter,Johnny Phoenix,Katherine Weir,Scott Moore",Roger Spottiswoode,0
80000000,"Fantasy,Comedy","christianity,moon,responsability,moses,street gang,lovesickness,journalism,new love,faith,prayer,god,car crash",109.684788,2003/5/23,484572835,101.0,Bruce Almighty,6.4,3012,"Bruce Nolan,Grace Connelly,Jack Baylor,Susan Ortega,Debbie,Evan Baxter,Ally Loman,Dallas Coleman,God,Bobby,Camera Operator",Tom Shadyac,0
80000000,"Thriller,Adventure,Action","tattoo,martial arts,sniper,island,mercenary,bridge,rescue,escape,church,drug,blade,ensemble cast,duringcreditsstinger",77.580661,2010/8/3,274470394,103.0,The Expendables,6.0,2926,"Barney Ross,Lee Christmas,Gunnar Jensen,Monroe,Toll Road,Dan Paine,General Garza,Sandra,Hale Caesar,Tool,Mr. Church,Trench,Lacy,Pirate Leader,Tall Pirate Leader,Paul,Garza's Bodyguard #1 and #2,Vilena Customs Agent,Gunner's Goon,Gagged Hostage,The Brit,Yin Yang",Sylvester Stallone,0
80000000,"Adventure,Action,Thriller","paris,london england,spy,cia,terrorist,secret identity,undercover,arms deal,headquarter,secret base,secret mission,prague,embassy,secret agent,tgv,computer,mission,based on tv series,espionage,agent",75.290998,1996/5/22,457696359,110.0,Mission: Impossible,6.7,2631,"Ethan Hunt,Jim Phelps,Claire Phelps,Eugene Kittridge,Franz Krieger,Luther Stickell,Sarah Davies,Max,Frank Barnes,Alexander Golitsyn,Zozimov,Hannah Williams,Drunken Female IMF Agent,Drunken Male IMF Agent,Kittridge Technician,Jack Harmen,Large man,Fireman (uncredited),TV Interviewer,Matthias,Max's Companion,Denied Area Security Guard,Denied Area Security Guard,Flight Attendant,CNN Reporter,Kiev Room Agent,Train Engineer,Female Executive in Train,Passenger on Train in Tunnel (uncredited),CIA Analyst William Donloe",Brian De Palma,1
75000000,"Science Fiction,Adventure,Fantasy","hallucination,dystopia,female protagonist,bow and arrow,knife throwing,knife fight,game,archery,blindness,glamour,roasted pig,sponsor,chariot,fictional tv show,mine explosion,based on young adult novel",68.550698,2012/3/12,691210692,142.0,The Hunger Games,6.9,9455,"Katniss Everdeen,Peeta Mellark,Gale Hawthorne,Haymitch Abernathy,Effie Trinket,Cinna,Caesar Flickerman,President Snow,Seneca Crane,Claudius Templesmith,Cato,Clove,Rue,Primrose Everdeen,Hob Vendor,Katniss' Mother,Registration Woman,Peeta's Mother,Peacekeeper #1,Peacekeeper #2,Peacekeeper #3,Flavius,Octavia,Portia,Thresh,Glimmer,Marvel,Fox Face,Tribute Boy District 3,Tribute Girl District 3,Tribute Boy District 4,Tribute Girl District 8,Tribute Girl District 9,Tribute Boy District 9,Tribute Girl District 10,Avox Girl,Atala,Katniss' Father,Venia,Hovercraft Tech,Game Center Tech #1,Game Center Tech #2,Game Center Tech #3,Game Center Tech,Martha (uncredited),Coal Miner (uncredited),Capitol Citizen (uncredited),District 12 Citizen (uncredited)",Gary Ross,1
80000000,Comedy,"sun glasses,interpol,undercover cop,hangover,duringcreditsstinger",58.040149,2011/5/25,254455986,102.0,The Hangover Part II,6.2,3739,"Phil Wenneck,Stu Price,Alan Garner,Doug Billings,Mr. Chow,Kingsley,Himself,Sid Garner,Teddy,Lauren,Tracy,Stephanie,Monk,Fohn,Kimmy,Tattoo Joe,Linda Garner,Samir,Kingsley Guy,Vladi,Nikolai,Joi,Drug Dealing Monkey,Kingsley Guy #2",Todd Phillips,0
80000000,"Action,Fantasy","holiday,corruption,double life,dc comics,crime fighter,hallucination,christmas tree,gotham city,vigilante,superhero,violence,dark hero,fictional city,super villain,super powers,deformed,bird cage,evil circus,christmas holiday",59.113174,1992/6/19,280000000,126.0,Batman Returns,6.6,1673,"Bruce Wayne/Batman,Oswald Cobblepot/The Penguin,Selina Kyle/Catwoman,Max Shreck,Alfred,Commissioner James Gordon,Organ Grinder,Mayor,Ice Princess,Mr. Cobblepot/ Penguin's Father,Mrs. Cobblepot/Penguin's Mother",Tim Burton,0
80000000,"Comedy,Animation,Family","squirrel,eating and drinking,vororte,garden,grizzly bear,entrapment,suburbian idyll,garbage,forest,turtle,hiding in a garbage container,skunk,racoon,animal",36.32705,2006/4/22,343397247,83.0,Over the Hedge,6.3,1074,"RJ (voice),Verne (voice),Hammy (voice),Stella (voice),Ozzie (voice),Vincent (voice),Dwayne (voice),Gladys (voice),Lou (voice),Penny (voice),Heather (voice),Tiger (voice),Bucky (voice),Spike (voice),Quillo (voice),(voice),voice)","Karey Kirkpatrick,Tim Johnson",0
80000000,"Animation,Family","sister sister relationship,extraterrestrial technology,hawaii,adoption,mutation,alien life-form,alien phenomenons,animation,dog,dead parents",55.659988,2002/6/21,145771527,85.0,Lilo & Stitch,7.1,1314,"'Stitch' (voice),Lilo (voice),Nani (voice),Dr. Jumba Jookiba (voice),Pleakley (voice),Cobra Bubbles (voice),Captain Gantu (voice),David Kawena (voice),Grand Councilwoman (voice),Mrs. Hasagawa (voice),Rescue Lady (voice)","Chris Sanders,Dean DeBlois",0
85000000,"Comedy,Family,Fantasy","hero,barn,spider,pig,egg,friendship,spring,uncle,friends,rescue,survival,talking animal,grass,family,desk,raincoat,talking pig",14.132583,2006/12/15,144000000,97.0,Charlotte's Web,5.8,288,"Charlotte the Spider (voice),Templeton the Rat (voice),Samuel the Sheep (voice),Gussy the Goose (voice),Golly the Goose (voice),Betsy the Cow (voice),Bitsy the Cow (voice),Ike the Horse (voice),Brooks the Crow (voice),Elwyn the Crow (voice),Wilbur (voice),Narrator (voice),Uncle the Pig (voice),Fern Arable,Mr. Arable,Mrs. Arable,Mrs. Zuckerman,Avery,Teacher,Henry Fussy,Homer Zuckerman,Lurvy,Minister,Dr. Dorian,Well Dressed Man,Bystander,New Teacher,Ball Thrower,Young Boy,Mayor,Announcer,Fair Official,Sheep Group (voice),Sheep Group (voice),Sheep Group (voice),Sheep Group (voice),Joy the Baby Spider (voice),Aranea the Baby Spider (voice),Nellie the Baby Spider (voice),Photographer (uncredited),Photographer (uncredited),Girl at Fair (uncredited),Farmer (uncredited),Fair Member (uncredited),Girl at Fair (uncredited)",Gary Winick,0
75000000,"Action,Drama,Romance","usa president,nasa,metereologist,space mission,comet,natural disaster,tsunami,astronomer,astronaut,woman director,disaster movie",34.070054,1998/5/8,140464664,120.0,Deep Impact,5.9,855,"Capt. Spurgeon 'Fish' Tanner,Jenny Lerner,Leo Biederman,Robin Lerner,President Tom Beck,Jason Lerner,Sarah Hotchner,Alan Rittenhouse,Gus Partenza,Beth Stanley,Andrea Baker,Don Biederman,Mark Simon,Dr. Marcus Wolf (uncredited),Marianne Duclos,Eric Vennekor,Theo Van Sertema,Jenny's Assistant,Bobby Rhue,McCloud,Vicky Hotchner,Jason,Ivan Brodsky,Mike Perry,Otis Hefter,Oren Monash",Mimi Leder,0
